uuid,timestamp,datetime_utc,date,num_empleado,name,branch,telegram_id,uid_tarjeta,event_type,device_name,status,arquetipo
716728ee-f175-8208-2e29-23866e896265,1735805340,2025-01-02T08:09:00Z,2025-01-02,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,entrada,Checador_RamosArizpe_01,success,normal
1f3c4a38-ff62-499a-f2ae-7fce877a71fc,1735805520,2025-01-02T08:12:00Z,2025-01-02,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,entrada,Checador_Monterrey_01,success,impuntual
17e011b7-f810-2383-03c7-2ba8d605e770,1735807500,2025-01-02T08:45:00Z,2025-01-02,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,entrada,Checador_Saltillo_01,success,impuntual
b0167db8-e823-9943-7dec-46052deb57f9,1735807500,2025-01-02T08:45:00Z,2025-01-02,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,entrada,Checador_Saltillo_01,success,problemas_personales
9ac62e25-cf3c-c829-244a-603e156e57f8,1735826400,2025-01-02T14:00:00Z,2025-01-02,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,salida,Checador_Monterrey_01,success,operador_produccion
971444b7-b522-f610-ef26-3a84f2bd509b,1735826460,2025-01-02T14:01:00Z,2025-01-02,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,salida,Checador_RamosArizpe_01,success,operador_produccion
dd59ba71-36b8-2481-7b3a-4e3e7c52fa17,1735836780,2025-01-02T16:53:00Z,2025-01-02,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,salida,Checador_Saltillo_01,success,impuntual
91ae3d4c-6659-2d83-920b-725b17871810,1735836780,2025-01-02T16:53:00Z,2025-01-02,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,salida,Checador_Saltillo_01,success,normal
bef8004b-fbcf-57d7-45f8-4c5d2c1e86bb,1735836900,2025-01-02T16:55:00Z,2025-01-02,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,salida,Checador_RamosArizpe_01,success,normal
bf5e39fb-14b3-f352-6d6a-53cb2f991807,1735837200,2025-01-02T17:00:00Z,2025-01-02,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,salida,Checador_Monterrey_01,success,puntual
21b2caa6-d5bc-cd83-bb85-3c919ae5fbbc,1735837260,2025-01-02T17:01:00Z,2025-01-02,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,salida,Checador_Monterrey_01,success,impuntual
c65f72e4-7d8b-8291-7b2a-cbee405620d4,1735837320,2025-01-02T17:02:00Z,2025-01-02,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,salida,Checador_Monterrey_01,success,puntual
394a6d31-9b42-8238-7f15-1663189b5535,1735837740,2025-01-02T17:09:00Z,2025-01-02,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,salida,Checador_Monterrey_01,success,supervisor
1114e0da-f87a-e6de-fe8c-9aab7e388a19,1735837800,2025-01-02T17:10:00Z,2025-01-02,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,salida,Checador_Saltillo_01,success,problemas_personales
30385dd7-4c7d-9313-a6c6-81b0e4729be5,1735837860,2025-01-02T17:11:00Z,2025-01-02,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,salida,Checador_Saltillo_01,success,normal
2a1b76e3-3266-84ff-3ffe-f652eac032fa,1735840440,2025-01-02T17:54:00Z,2025-01-02,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,salida,Checador_RamosArizpe_01,success,workaholic
1b390777-caaa-4685-f526-6edf0267c983,1735843920,2025-01-02T18:52:00Z,2025-01-02,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,salida,Checador_RamosArizpe_01,success,workaholic
9aea622f-e6e9-87ca-b87b-63849fddde2e,1735845180,2025-01-02T19:13:00Z,2025-01-02,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,salida,Checador_Saltillo_01,success,supervisor
0a333eef-481e-67f3-76fa-b8280c6d5a71,1735884360,2025-01-03T06:06:00Z,2025-01-03,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,entrada,Checador_RamosArizpe_01,success,operador_produccion
1df56402-492c-a612-97af-fdcd26a1ff29,1735884600,2025-01-03T06:10:00Z,2025-01-03,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,entrada,Checador_Monterrey_01,success,operador_produccion
97b018b0-0626-67fc-cedc-f5bf6e9434ab,1735887840,2025-01-03T07:04:00Z,2025-01-03,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,entrada,Checador_RamosArizpe_01,success,workaholic
73d79809-cf6d-e802-7900-4406b1e58a88,1735888560,2025-01-03T07:16:00Z,2025-01-03,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,entrada,Checador_Monterrey_01,success,supervisor
c561b8dc-a436-4fcd-f2d3-f7610ba36279,1735889580,2025-01-03T07:33:00Z,2025-01-03,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,entrada,Checador_Saltillo_01,success,supervisor
901704a8-c279-d913-7afd-292323a49571,1735890720,2025-01-03T07:52:00Z,2025-01-03,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,entrada,Checador_RamosArizpe_01,success,workaholic
8f45c269-6b52-59dc-e0d8-b49272896055,1735890780,2025-01-03T07:53:00Z,2025-01-03,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,entrada,Checador_Monterrey_01,success,puntual
b0894de4-e626-7164-d361-6b3a7cffae92,1735890840,2025-01-03T07:54:00Z,2025-01-03,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,entrada,Checador_Saltillo_01,success,normal
510588a9-694a-48b3-2693-2d9532a3a8fb,1735890960,2025-01-03T07:56:00Z,2025-01-03,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,entrada,Checador_RamosArizpe_01,success,normal
51d05ef3-a918-83fc-6772-fe9f999bc859,1735891140,2025-01-03T07:59:00Z,2025-01-03,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,entrada,Checador_Saltillo_01,success,normal
d220f704-0da1-24c5-70ca-6f70cb3ffc4f,1735891260,2025-01-03T08:01:00Z,2025-01-03,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,entrada,Checador_Monterrey_01,success,puntual
db408797-8ecc-4bd9-86db-41b483a64431,1735891800,2025-01-03T08:10:00Z,2025-01-03,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,entrada,Checador_Monterrey_01,success,impuntual
c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,1735891980,2025-01-03T08:13:00Z,2025-01-03,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,entrada,Checador_Saltillo_01,success,impuntual
b1ba0bea-f969-0579-79dd-cdd4af97fbd2,1735892880,2025-01-03T08:28:00Z,2025-01-03,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,entrada,Checador_Saltillo_01,success,problemas_personales
0ac33b9c-37e6-daaf-6917-5c82c4c34aeb,1735912860,2025-01-03T14:01:00Z,2025-01-03,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,salida,Checador_Monterrey_01,success,operador_produccion
5e8a35cb-afb7-19ba-996d-9303e3a060f1,1735913340,2025-01-03T14:09:00Z,2025-01-03,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,salida,Checador_RamosArizpe_01,success,operador_produccion
e82b5b36-4269-c28c-4bac-bedfff5a229e,1735923060,2025-01-03T16:51:00Z,2025-01-03,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,salida,Checador_Saltillo_01,success,normal
a97065e1-8e46-d534-c88a-618efed4057d,1735923300,2025-01-03T16:55:00Z,2025-01-03,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,salida,Checador_Saltillo_01,success,impuntual
cf2109f1-8eb2-32b8-54b5-6b05ef678fc8,1735923480,2025-01-03T16:58:00Z,2025-01-03,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,salida,Checador_Monterrey_01,success,impuntual
97f9580e-6e20-cc72-cf46-0215122533fd,1735923600,2025-01-03T17:00:00Z,2025-01-03,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,salida,Checador_Monterrey_01,success,puntual
03d21514-8c0a-268b-496b-75fecc5b59b5,1735923720,2025-01-03T17:02:00Z,2025-01-03,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,salida,Checador_Monterrey_01,success,puntual
07c0d116-a394-ed54-9e3c-5a886aa56e6d,1735923900,2025-01-03T17:05:00Z,2025-01-03,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,salida,Checador_Saltillo_01,success,supervisor
29b05b37-4271-0779-d864-465a047dd583,1735924080,2025-01-03T17:08:00Z,2025-01-03,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,salida,Checador_Saltillo_01,success,problemas_personales
9c406cbe-50f3-70af-7c97-6337ee668fd2,1735924200,2025-01-03T17:10:00Z,2025-01-03,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,salida,Checador_RamosArizpe_01,success,normal
bb1502ea-0991-2f46-4ce6-928ba46acc9a,1735924380,2025-01-03T17:13:00Z,2025-01-03,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,salida,Checador_Saltillo_01,success,normal
6b000e3b-66ae-192a-d08c-1e18b4a5f712,1735926600,2025-01-03T17:50:00Z,2025-01-03,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,salida,Checador_Monterrey_01,success,supervisor
0e4ddb72-3e6a-41f1-278e-2f607a99bd76,1735927980,2025-01-03T18:13:00Z,2025-01-03,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,salida,Checador_RamosArizpe_01,success,workaholic
3d051bf4-793c-4fbf-1b9b-71f03f4574d4,1735930200,2025-01-03T18:50:00Z,2025-01-03,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,salida,Checador_RamosArizpe_01,success,workaholic
725f875a-047c-1fe5-6ac4-75a55b5cd6c5,1735970340,2025-01-04T05:59:00Z,2025-01-04,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,entrada,Checador_RamosArizpe_01,success,operador_produccion
2777a40b-cff7-16ad-b85f-20e5ab1aa0c5,1735970880,2025-01-04T06:08:00Z,2025-01-04,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,entrada,Checador_Monterrey_01,success,operador_produccion
880136fc-095f-6d43-bb5e-14d65b745fdd,1735998600,2025-01-04T13:50:00Z,2025-01-04,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,salida,Checador_RamosArizpe_01,success,operador_produccion
f4366b12-c391-ef93-aa01-2ab94bf1d7a8,1735999320,2025-01-04T14:02:00Z,2025-01-04,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,salida,Checador_Monterrey_01,success,operador_produccion
e489149f-6e5c-9ae7-7e52-c22ca2070bf3,1736142720,2025-01-06T05:52:00Z,2025-01-06,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,entrada,Checador_RamosArizpe_01,success,operador_produccion
8d1d122a-ab37-ff0a-a574-625f06edeb11,1736142720,2025-01-06T05:52:00Z,2025-01-06,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,entrada,Checador_Monterrey_01,success,operador_produccion
4bf70dc6-8b6d-aa25-1a52-1aa20b660bcd,1736147820,2025-01-06T07:17:00Z,2025-01-06,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,entrada,Checador_RamosArizpe_01,success,workaholic
12ae5c22-741b-77f5-4c24-a05367f5ae02,1736148240,2025-01-06T07:24:00Z,2025-01-06,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,entrada,Checador_Saltillo_01,success,supervisor
096b9227-27bc-7004-b407-2f12261292e0,1736148240,2025-01-06T07:24:00Z,2025-01-06,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,entrada,Checador_Monterrey_01,success,supervisor
a75554fe-fceb-e192-d479-6110b35e85f5,1736149800,2025-01-06T07:50:00Z,2025-01-06,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,entrada,Checador_Monterrey_01,success,puntual
c6978476-12aa-48cf-f18c-55813c9b3b84,1736149980,2025-01-06T07:53:00Z,2025-01-06,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,entrada,Checador_RamosArizpe_01,success,workaholic
080eee5e-8020-da65-f864-4f2fddfc55c2,1736150460,2025-01-06T08:01:00Z,2025-01-06,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,entrada,Checador_Monterrey_01,success,puntual
57d9cbb0-309e-47ba-d0e6-56e592715f6e,1736150640,2025-01-06T08:04:00Z,2025-01-06,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,entrada,Checador_Saltillo_01,success,normal
d13032db-e13a-14ca-5911-f42e559a8f54,1736150640,2025-01-06T08:04:00Z,2025-01-06,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,entrada,Checador_Saltillo_01,success,normal
10bb5ed3-c976-5bdf-18d9-39ebad1abfd5,1736151060,2025-01-06T08:11:00Z,2025-01-06,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,entrada,Checador_RamosArizpe_01,success,normal
e97fb025-a2e1-1798-6b65-450b5c75352c,1736151240,2025-01-06T08:14:00Z,2025-01-06,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,entrada,Checador_Saltillo_01,success,problemas_personales
0f9aea4b-8acd-4e10-bc59-4585944528c0,1736151540,2025-01-06T08:19:00Z,2025-01-06,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,entrada,Checador_Saltillo_01,success,impuntual
6a5f09cb-81a6-03db-9564-a7bdc5de72fb,1736152620,2025-01-06T08:37:00Z,2025-01-06,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,entrada,Checador_Monterrey_01,success,impuntual
c2a1ea12-89ce-ab51-a79a-80da3918d757,1736172000,2025-01-06T14:00:00Z,2025-01-06,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,salida,Checador_Monterrey_01,success,operador_produccion
e7510ccf-d358-a5d7-eb34-d8de3e7d623e,1736172420,2025-01-06T14:07:00Z,2025-01-06,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,salida,Checador_RamosArizpe_01,success,operador_produccion
a71c8948-bf67-de42-3a0a-2b59c5384872,1736182320,2025-01-06T16:52:00Z,2025-01-06,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,salida,Checador_Saltillo_01,success,normal
838cc137-13aa-e9c8-efb2-78fda391ffdb,1736182440,2025-01-06T16:54:00Z,2025-01-06,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,salida,Checador_Saltillo_01,success,problemas_personales
b2f9fa1a-53c5-4448-b61c-c55b8fd0720c,1736182500,2025-01-06T16:55:00Z,2025-01-06,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,salida,Checador_Monterrey_01,success,puntual
87f7e1fb-da4b-d9ca-eb5c-f46780bacd64,1736182560,2025-01-06T16:56:00Z,2025-01-06,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,salida,Checador_Saltillo_01,success,impuntual
23625303-2ae7-2b5d-dcd2-dfd44c745676,1736182980,2025-01-06T17:03:00Z,2025-01-06,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,salida,Checador_Monterrey_01,success,impuntual
c49dc4fc-cc64-1c00-31b4-1e884b0c8c70,1736182980,2025-01-06T17:03:00Z,2025-01-06,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,salida,Checador_Monterrey_01,success,puntual
1706c3cd-da44-0dee-54dd-bff40d81339d,1736183160,2025-01-06T17:06:00Z,2025-01-06,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,salida,Checador_RamosArizpe_01,success,normal
f0cf9d73-e812-1ef0-79c9-c839c8ef0377,1736183580,2025-01-06T17:13:00Z,2025-01-06,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,salida,Checador_Saltillo_01,success,normal
15e59a0f-1ff4-9f0a-9435-0cb1724af3fb,1736184960,2025-01-06T17:36:00Z,2025-01-06,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,salida,Checador_RamosArizpe_01,success,workaholic
9b4e164b-5716-dc2e-343a-da2a76e5ae78,1736186460,2025-01-06T18:01:00Z,2025-01-06,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,salida,Checador_Saltillo_01,success,supervisor
2048ba6e-72ec-6f04-ff8b-b8911b908e3f,1736187900,2025-01-06T18:25:00Z,2025-01-06,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,salida,Checador_Monterrey_01,success,supervisor
0624ebdf-396c-8f79-e983-c62e004f5362,1736189400,2025-01-06T18:50:00Z,2025-01-06,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,salida,Checador_RamosArizpe_01,success,workaholic
28336002-db04-9d89-b451-c12b3975864c,1736229060,2025-01-07T05:51:00Z,2025-01-07,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,entrada,Checador_Monterrey_01,success,operador_produccion
9bfe970a-2591-6ffa-09cd-33a65f6f83c5,1736229960,2025-01-07T06:06:00Z,2025-01-07,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,entrada,Checador_RamosArizpe_01,success,operador_produccion
0fdf60d5-20a6-2f9b-c85b-811b10a5b073,1736233320,2025-01-07T07:02:00Z,2025-01-07,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,entrada,Checador_RamosArizpe_01,success,workaholic
7b49ecf3-b7f8-d284-3d3f-c0e0944b0f07,1736234220,2025-01-07T07:17:00Z,2025-01-07,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,entrada,Checador_Monterrey_01,success,supervisor
627e91e1-af35-fbc0-e105-7ec8ebf3ef99,1736234640,2025-01-07T07:24:00Z,2025-01-07,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,entrada,Checador_RamosArizpe_01,success,workaholic
1b2ededb-8fc8-5fc0-83d5-bceb5edbb8ee,1736234700,2025-01-07T07:25:00Z,2025-01-07,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,entrada,Checador_Saltillo_01,success,supervisor
51beba8e-0a8a-eb94-863d-fcd64e0648d0,1736236320,2025-01-07T07:52:00Z,2025-01-07,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,entrada,Checador_Saltillo_01,success,normal
ca125168-09bd-bd25-95c7-d0c264051dd8,1736236560,2025-01-07T07:56:00Z,2025-01-07,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,entrada,Checador_Monterrey_01,success,puntual
8e2a4c5a-97d5-4683-69c7-c2dd77e42950,1736236920,2025-01-07T08:02:00Z,2025-01-07,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,entrada,Checador_Monterrey_01,success,puntual
5ce9a3d3-10e6-e383-d736-b50e4ebc5f60,1736236980,2025-01-07T08:03:00Z,2025-01-07,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,entrada,Checador_RamosArizpe_01,success,normal
4b356e9a-2e5e-eb6a-8ee9-581ae061f65f,1736237280,2025-01-07T08:08:00Z,2025-01-07,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,entrada,Checador_Saltillo_01,success,normal
a1d60cf1-8a95-e0d8-4794-c44dab583656,1736238660,2025-01-07T08:31:00Z,2025-01-07,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,entrada,Checador_Monterrey_01,success,impuntual
3c365296-dca0-2eec-acda-bacc1165e210,1736239320,2025-01-07T08:42:00Z,2025-01-07,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,entrada,Checador_Saltillo_01,success,impuntual
d3aa9b27-50f3-2ab5-df58-6eff52965cf3,1736239500,2025-01-07T08:45:00Z,2025-01-07,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,entrada,Checador_Saltillo_01,success,problemas_personales
d42e937c-f323-4331-1828-0e6126defcaf,1736258280,2025-01-07T13:58:00Z,2025-01-07,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,salida,Checador_Monterrey_01,success,operador_produccion
b9b3c0ee-faf2-be80-833b-de7861c50cc8,1736258880,2025-01-07T14:08:00Z,2025-01-07,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,salida,Checador_RamosArizpe_01,success,operador_produccion
188889ce-5cce-495d-b037-7c52b2adffa6,1736262720,2025-01-07T15:12:00Z,2025-01-07,EMP005,Alejandro Figueroa Campos,Saltillo,1240251661,1AC826A6FC,salida,Checador_Saltillo_01,success,problemas_personales
9e8fc965-0a2c-827e-9832-685694340a03,1736268720,2025-01-07T16:52:00Z,2025-01-07,EMP001,Fernando Jiménez Cruz,Saltillo,7825844140,05DA846A32,salida,Checador_Saltillo_01,success,impuntual
b41f5721-56af-d9ce-799f-52c072557e4e,1736268960,2025-01-07T16:56:00Z,2025-01-07,EMP010,Ana Sánchez Ruiz,Ramos Arizpe,9285415473,971722F244,salida,Checador_RamosArizpe_01,success,normal
74b565f8-d8cf-7b88-5a37-a5048d2e304b,1736269020,2025-01-07T16:57:00Z,2025-01-07,EMP015,Miguel Vargas Silva,Monterrey,1469306919,66E4D58E72,salida,Checador_Monterrey_01,success,puntual
e9a1c6d5-c34e-9baf-8f1c-b2ccceef9fa8,1736269140,2025-01-07T16:59:00Z,2025-01-07,EMP003,Laura Ortiz Reyes,Saltillo,3479708607,2179273C8E,salida,Checador_Saltillo_01,success,normal
476e6a06-41d0-b488-985d-94c021aa50dd,1736269500,2025-01-07T17:05:00Z,2025-01-07,EMP013,Juan Pérez García,Monterrey,2419179580,78F64F7FD6,salida,Checador_Monterrey_01,success,puntual
c9a0a9ef-513c-5c4d-dde6-30e0cbee2346,1736269560,2025-01-07T17:06:00Z,2025-01-07,EMP012,Isabel Ramos Peña,Monterrey,1519709079,72A0770217,salida,Checador_Monterrey_01,success,impuntual
ac735be0-0cee-ddc2-2737-f345388629ff,1736269800,2025-01-07T17:10:00Z,2025-01-07,EMP004,José Rivera Morales,Saltillo,2566942273,BB682575EC,salida,Checador_Saltillo_01,success,normal
0cf477ef-18c8-a616-2410-8e9a3f779cae,1736271840,2025-01-07T17:44:00Z,2025-01-07,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,salida,Checador_Saltillo_01,success,supervisor
1c31d9b9-fda2-f9a0-2b68-38e37de7f41a,1736272080,2025-01-07T17:48:00Z,2025-01-07,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,salida,Checador_RamosArizpe_01,success,workaholic
1a115f59-10d7-a164-6e8d-0018a04dac84,1736273880,2025-01-07T18:18:00Z,2025-01-07,EMP006,Roberto Navarro León,Ramos Arizpe,8055995058,48478DCB74,salida,Checador_RamosArizpe_01,success,workaholic
967197ec-bab8-ad70-8d57-c064abf0a4f1,1736279880,2025-01-07T19:58:00Z,2025-01-07,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,salida,Checador_Monterrey_01,success,supervisor
35b39c0e-b588-489e-effb-d1974d73a782,1736279880,2025-01-07T19:58:00Z,2025-01-07,EMP011,Luis Ramírez Flores,Monterrey,8128575500,58D669CBEE,hora_extra,Checador_Monterrey_01,success,supervisor
b6131739-1cd6-cf0d-e228-d8e4e964f172,1736315520,2025-01-08T05:52:00Z,2025-01-08,EMP014,María López Hernández,Monterrey,1405126228,DBDDE131CA,entrada,Checador_Monterrey_01,success,operador_produccion
b8ba61b8-41c1-7233-bf2c-1fd1f34ab83d,1736316600,2025-01-08T06:10:00Z,2025-01-08,EMP009,Diana Mendoza Aguilar,Ramos Arizpe,4919706735,964B50AF03,entrada,Checador_RamosArizpe_01,success,operador_produccion
15b5bc25-eb7c-d628-ecb9-48f7ec5eac70,1736320680,2025-01-08T07:18:00Z,2025-01-08,EMP007,Patricia Torres Castro,Ramos Arizpe,7483366056,21345D2CCE,entrada,Checador_RamosArizpe_01,success,workaholic
53d2d56d-d040-1587-28e2-13bce6fdd7af,1736321220,2025-01-08T07:27:00Z,2025-01-08,EMP002,Carmen Estrada Bravo,Saltillo,2631775357,BB81E3C29B,entrada,Checador_Saltillo_01,success,supervisor
